disease_a,disease_b,mean_profile_difference,similar_symptoms_within_10_percent
Inflammatory_Bowel_Disease,Typhoid_Fever,0.24507389162561574,78
Dengue,Epilepsy,0.24514052841788683,67
Epilepsy,Multiple_Sclerosis,0.24556403492242948,63
Type2_Diabetes,Urinary_Tract_Infection,0.24563124049733104,41
Spinal_Muscular_Atrophy,Ulcerative_Colitis,0.24572587655751954,77
Cirrhosis,Inflammatory_Bowel_Disease,0.24594052180259074,59
Migraine,Ulcerative_Colitis,0.24611027309838499,77
Acute_Gastroenteritis,Chronic_Liver_Disease,0.246360153256705,63
Migraine,Urinary_Tract_Infection,0.24658495163553126,72
Obesity,Typhoid_Fever,0.24664159388534437,41
Common_Cold,Multiple_Sclerosis,0.24697993132235316,63
Crohn_Disease,Dengue,0.2471264367816092,60
Depression,Multiple_Sclerosis,0.24805354575333327,67
Hypothyroidism,Urinary_Tract_Infection,0.24812014670026836,57
Cirrhosis,Urinary_Tract_Infection,0.2484035759897829,63
Hyperthyroidism,Urinary_Tract_Infection,0.24876977162298167,39
Flu,Multiple_Sclerosis,0.24888695315524584,65
Irritable_Bowel_Syndrome,Urinary_Tract_Infection,0.2489812114889026,39
Acute_Gastroenteritis,Urinary_Tract_Infection,0.2490421455938697,65
Pneumonia,Urinary_Tract_Infection,0.24930296287248338,50
Niemann_Pick_Disease,Urinary_Tract_Infection,0.24958949096880131,71
Multiple_Sclerosis,Osteoarthritis,0.24966798573821283,54
COPD,Urinary_Tract_Infection,0.24976844102220733,54
Epilepsy,Inflammatory_Bowel_Disease,0.25005159403124355,63
Osteopetrosis,Urinary_Tract_Infection,0.2504997501249375,60
Chronic_Liver_Disease,Urinary_Tract_Infection,0.25057471264367814,79
Niemann_Pick_Disease,Psoriasis,0.25082101806239737,64
Generalized_Anxiety_Disorder,Typhoid_Fever,0.25096793708408954,48
Hypertension,Urinary_Tract_Infection,0.25179183328797045,52
Flu,Urinary_Tract_Infection,0.25282016366961696,55
Acute_Gastroenteritis,Generalized_Anxiety_Disorder,0.2529340592861464,55
Amyotrophic_Lateral_Sclerosis,Multiple_Sclerosis,0.2531609195402299,55
COVID19,Multiple_Sclerosis,0.2535800574053029,52
Peptic_Ulcer_Disease,Ulcerative_Colitis,0.2546067922990363,63
Generalized_Anxiety_Disorder,Urinary_Tract_Infection,0.25480943738656986,56
Chronic_Kidney_Disease,Urinary_Tract_Infection,0.25518484498988236,50
Crohn_Disease,Epilepsy,0.25551158846806105,55
Osteoarthritis,Urinary_Tract_Infection,0.25605847404627896,45
Cystic_Fibrosis,Urinary_Tract_Infection,0.25676338659938325,37
Spinal_Muscular_Atrophy,Urinary_Tract_Infection,0.25693035835023664,58
Multiple_Sclerosis,Osteopetrosis,0.2581417624521073,57
Ehlers_Danlos_Syndrome,Urinary_Tract_Infection,0.2593390804597701,59
Dengue,Psoriasis,0.2601419878296146,63
COPD,Multiple_Sclerosis,0.260171855819663,55
Gastritis,Multiple_Sclerosis,0.2602286788224033,66
Dengue,Typhoid_Fever,0.26048005409060176,64
Psoriasis,Tuberculosis,0.2607222508148911,50
Psoriasis,Urinary_Tract_Infection,0.2614942528735632,93
Chronic_Liver_Disease,Dengue,0.2617308992562542,57
Multiple_Sclerosis,Urinary_Tract_Infection,0.2619731800766284,80
Multiple_Sclerosis,Niemann_Pick_Disease,0.26211001642036125,71
Gaucher_Disease,Typhoid_Fever,0.26245210727969354,82
Psoriasis,Systemic_Lupus_Erythematosus,0.26267315060418506,57
Marfan_Syndrome,Urinary_Tract_Infection,0.26317875544986125,43
Acute_Gastroenteritis,Dengue,0.2650439486139284,54
Marfan_Syndrome,Multiple_Sclerosis,0.26630003963535476,52
COVID19,Urinary_Tract_Infection,0.2673473887748698,40
Polycystic_Ovary_Syndrome,Urinary_Tract_Infection,0.26814765694076037,57
Cirrhosis,Dengue,0.26842461122379985,53
Ehlers_Danlos_Syndrome,Multiple_Sclerosis,0.26891762452107276,56
Crohn_Disease,Typhoid_Fever,0.27011494252873564,73
Hypertension,Multiple_Sclerosis,0.27028854273531117,58
Niemann_Pick_Disease,Typhoid_Fever,0.2705254515599343,64
Stroke,Typhoid_Fever,0.2708333333333333,52
Epilepsy,Tuberculosis,0.27098397216855236,64
Gaucher_Disease,Urinary_Tract_Infection,0.2710727969348659,70
Peptic_Ulcer_Disease,Urinary_Tract_Infection,0.27325350009260024,50
Niemann_Pick_Disease,Ulcerative_Colitis,0.2733990147783251,67
Gaucher_Disease,Multiple_Sclerosis,0.2734674329501916,77
Epilepsy,Typhoid_Fever,0.27386784749701654,61
Coronary_Artery_Disease,Urinary_Tract_Infection,0.2746964370309423,57
Gastritis,Urinary_Tract_Infection,0.275207070353336,47
Fanconi_Anemia,Urinary_Tract_Infection,0.27586206896551724,72
Multiple_Sclerosis,Spinal_Muscular_Atrophy,0.2761156186612576,58
Multiple_Sclerosis,Polycystic_Ovary_Syndrome,0.2772283272283273,55
Cirrhosis,Typhoid_Fever,0.27873563218390807,65
Inflammatory_Bowel_Disease,Ulcerative_Colitis,0.2799671592775041,64
Hypothyroidism,Multiple_Sclerosis,0.28021168411634945,58
Migraine,Multiple_Sclerosis,0.2808841385873801,65
Epilepsy,Urinary_Tract_Infection,0.28208027133974,57
Metabolic_Syndrome,Systemic_Lupus_Erythematosus,0.2831564986737401,52
Tuberculosis,Ulcerative_Colitis,0.2848442516481631,61
Acute_Gastroenteritis,Ulcerative_Colitis,0.2848932676518883,61
Multiple_Sclerosis,Ulcerative_Colitis,0.2861932129173509,56
Gaucher_Disease,Ulcerative_Colitis,0.2862616310892173,66
Acute_Gastroenteritis,Typhoid_Fever,0.28639846743295017,70
Acute_Gastroenteritis,Epilepsy,0.2884869040889391,51
Chronic_Liver_Disease,Typhoid_Fever,0.2913793103448276,74
Multiple_Sclerosis,Typhoid_Fever,0.2916666666666667,67
Acute_Gastroenteritis,Psoriasis,0.29214559386973177,61
Typhoid_Fever,Ulcerative_Colitis,0.29351395730706076,69
Inflammatory_Bowel_Disease,Metabolic_Syndrome,0.29474548440065684,72
Ulcerative_Colitis,Urinary_Tract_Infection,0.2955665024630542,65
Metabolic_Syndrome,Niemann_Pick_Disease,0.29638752052545153,76
Coronary_Artery_Disease,Multiple_Sclerosis,0.29769429276684867,55
Epilepsy,Metabolic_Syndrome,0.29900760002512405,58
Metabolic_Syndrome,Migraine,0.2996258829899825,87
Metabolic_Syndrome,Stroke,0.3010057471264368,51
Tuberculosis,Typhoid_Fever,0.3011236918854006,48
Crohn_Disease,Multiple_Sclerosis,0.30124521072796934,58
Dengue,Ulcerative_Colitis,0.3032454361054766,55
Systemic_Lupus_Erythematosus,Ulcerative_Colitis,0.30336617405582916,51
Coronary_Artery_Disease,Metabolic_Syndrome,0.30629939910738774,79
Acute_Gastroenteritis,Multiple_Sclerosis,0.30699233716475094,60
Amyotrophic_Lateral_Sclerosis,Metabolic_Syndrome,0.3075862068965517,55
Metabolic_Syndrome,Osteopetrosis,0.30847076461769113,62
Dengue,Metabolic_Syndrome,0.3086544962812711,56
Fanconi_Anemia,Multiple_Sclerosis,0.30986590038314177,56
Depression,Metabolic_Syndrome,0.3101442600543761,67
Gaucher_Disease,Metabolic_Syndrome,0.3113026819923371,86
Ehlers_Danlos_Syndrome,Metabolic_Syndrome,0.3115421455938697,73
Irritable_Bowel_Syndrome,Metabolic_Syndrome,0.3141225297802168,40
Metabolic_Syndrome,Spinal_Muscular_Atrophy,0.3144016227180527,65
Gastritis,Metabolic_Syndrome,0.3210906959068423,55
Flu,Metabolic_Syndrome,0.3220359912958735,49
Metabolic_Syndrome,Obesity,0.3229178101640635,52
COPD,Metabolic_Syndrome,0.3232870215377748,59
Asthma,Metabolic_Syndrome,0.3241975748448856,39
Hyperthyroidism,Metabolic_Syndrome,0.3244551540178548,39
Systemic_Lupus_Erythematosus,Typhoid_Fever,0.33208075449454755,48
Common_Cold,Metabolic_Syndrome,0.3330917278391216,61
Metabolic_Syndrome,Type2_Diabetes,0.33355931310924036,41
Hypothyroidism,Metabolic_Syndrome,0.33411873979825296,59
Cystic_Fibrosis,Metabolic_Syndrome,0.3355410709279507,37
Hypertension,Metabolic_Syndrome,0.33585969613857314,51
Fanconi_Anemia,Metabolic_Syndrome,0.33620689655172414,81
Typhoid_Fever,Urinary_Tract_Infection,0.33620689655172414,83
Metabolic_Syndrome,Osteoarthritis,0.3385211123331392,48
Chronic_Kidney_Disease,Metabolic_Syndrome,0.3388974449286472,51
Metabolic_Syndrome,Pneumonia,0.3423191376743478,50
COVID19,Metabolic_Syndrome,0.34843473491980026,41
Chronic_Liver_Disease,Metabolic_Syndrome,0.3494252873563219,72
Crohn_Disease,Metabolic_Syndrome,0.3505747126436782,80
Marfan_Syndrome,Metabolic_Syndrome,0.35156559651208874,44
Metabolic_Syndrome,Polycystic_Ovary_Syndrome,0.35235253252494636,61
Metabolic_Syndrome,Psoriasis,0.35344827586206895,87
Metabolic_Syndrome,Urinary_Tract_Infection,0.3563218390804598,80
Generalized_Anxiety_Disorder,Metabolic_Syndrome,0.3566848154869933,45
Metabolic_Syndrome,Peptic_Ulcer_Disease,0.3590131571170192,47
Metabolic_Syndrome,Typhoid_Fever,0.3649425287356322,94
Metabolic_Syndrome,Tuberculosis,0.3691027620518099,45
Acute_Gastroenteritis,Metabolic_Syndrome,0.3773946360153257,72
Cirrhosis,Metabolic_Syndrome,0.3780332056194125,59
Metabolic_Syndrome,Ulcerative_Colitis,0.3793103448275862,64
Metabolic_Syndrome,Multiple_Sclerosis,0.38745210727969354,56
